,Unnamed: 0,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin,all_review,preprocess_data,topic_sentiment
1466,1466, July 2019,3,Domestic,Economy,You get what you pay for.,This is an amazing air carrier for a fantastic low rate. I think people need to understand much better that you get what you pay for. This is a bare minimum aircraft that will get you where you are going you need to understand that they do only fly certain day so if you get a…,Allegiant,low-cost,USA,"['you', 'get', 'what', 'you', 'pay', 'for', 'this', 'is', 'an', 'amazing', 'air', 'carrier', 'for', 'fantastic', 'low', 'rate', 'think', 'people', 'need', 'to', 'understand', 'much', 'better', 'that', 'you', 'get', 'what', 'you', 'pay', 'for', 'this', 'is', 'bare', 'minimum', 'aircraft', 'that', 'will', 'get', 'you', 'where', 'you', 'are', 'going', 'you', 'need', 'to', 'understand', 'that', 'they', 'do', 'only', 'fly', 'certain', 'day', 'so', 'if', 'you', 'get']",pay amazing air carrier fantastic low rate think people need understand better pay bare minimum aircraft going need understand fly certain day,"{'rate': (1, 'fantastic')}"
1467,1467, July 2019,2,Domestic,Economy,Get what you pay for.,"We use Allegiant often, but only for the fact flying from Canada is outrageously priced most of the time. Allegiant is a cheap airline and that’s exactly what you get. Not much leg room, we have yet to experience good customer service, and they seem to always have delays for…",Allegiant,low-cost,USA,"['get', 'what', 'you', 'pay', 'for', 'we', 'use', 'allegiant', 'often', 'but', 'only', 'for', 'the', 'fact', 'flying', 'from', 'canada', 'is', 'outrageously', 'priced', 'most', 'of', 'the', 'time', 'allegiant', 'is', 'cheap', 'airline', 'and', 'that', 'exactly', 'what', 'you', 'get', 'not', 'much', 'leg', 'room', 'we', 'have', 'yet', 'to', 'experience', 'good', 'customer', 'service', 'and', 'they', 'seem', 'to', 'always', 'have', 'delays', 'for']",pay use allegiant fact flying canada outrageously priced time allegiant cheap airline exactly leg room experience good customer service delays,"{'airline': (-1, 'cheap'), 'delays': (1, 'good'), 'room experience': (-2.25, 'delays'), 'customer service': (-2.25, 'delays')}"
1468,1468, July 2019,1,Domestic,Economy,Worst Airline- Do NOT waste your time,"This airline repeatedly pushed back our departure time, was understaffed, and provided minimum communication around the circumstances of our delay. If you choose this airline, be prepared to miss your departure time by at least two hours. The first leg of our trip was delayed by…",Allegiant,low-cost,USA,"['worst', 'airline', 'do', 'not', 'waste', 'your', 'timethis', 'airline', 'repeatedly', 'pushed', 'back', 'our', 'departure', 'time', 'was', 'understaffed', 'and', 'provided', 'minimum', 'communication', 'around', 'the', 'circumstances', 'of', 'our', 'delay', 'if', 'you', 'choose', 'this', 'airline', 'be', 'prepared', 'to', 'miss', 'your', 'departure', 'time', 'by', 'at', 'least', 'two', 'hours', 'the', 'first', 'leg', 'of', 'our', 'trip', 'was', 'delayed', 'by']",worst airline waste timethis airline repeatedly pushed departure time understaffed provided minimum communication circumstances delay choose airline prepared miss departure time hours leg trip delayed,"{'waste': (-1, 'worst'), 'communication circumstances': (-1, 'delay'), 'trip': (-1, 'miss')}"
1469,1469, June 2019,4,Domestic,Economy,"Lower fares, more direct flights","We use Allegiant whenever possible from Asheville. Their flights are all direct, if you are going to their destinations. They also offer free baggage for military & veterans. We always pay the fee to pre-select our seats so we can be assured of sitting together. It is still…",Allegiant,low-cost,USA,"['lower', 'fares', 'more', 'direct', 'flightswe', 'use', 'allegiant', 'whenever', 'possible', 'from', 'asheville', 'their', 'flights', 'are', 'all', 'direct', 'if', 'you', 'are', 'going', 'to', 'their', 'destinations', 'they', 'also', 'offer', 'free', 'baggage', 'for', 'military', 'veterans', 'we', 'always', 'pay', 'the', 'fee', 'to', 'pre', 'select', 'our', 'seats', 'so', 'we', 'can', 'be', 'assured', 'of', 'sitting', 'together', 'it', 'is', 'still']",lower fares direct flightswe use allegiant possible asheville flights direct going destinations offer free baggage military veterans pay fee pre select seats assured sitting,"{'baggage': (1, 'free')}"
1470,1470, July 2019,5,Domestic,Economy,Best flight to Bellingham,I have never flown Allegiant before but I am so impressed. The Airbus was quieter and roomier than any 737 I have flown. Home is Bellingham for me but it would be a great airport experience for anyone in north Seattle to Vancouver BC. It was the best all round flying trip I have…,Allegiant,low-cost,USA,"['best', 'flight', 'to', 'bellinghami', 'have', 'never', 'flown', 'allegiant', 'before', 'but', 'am', 'so', 'impressed', 'the', 'airbus', 'was', 'quieter', 'and', 'roomier', 'than', 'any', 'have', 'flown', 'home', 'is', 'bellingham', 'for', 'me', 'but', 'it', 'would', 'be', 'great', 'airport', 'experience', 'for', 'anyone', 'in', 'north', 'seattle', 'to', 'vancouver', 'bc', 'it', 'was', 'the', 'best', 'all', 'round', 'flying', 'trip', 'have']",best flight bellinghami flown allegiant impressed airbus quieter roomier flown home bellingham great airport experience north seattle vancouver bc best round flying trip,"{'bellinghami': (1, 'best'), 'quieter': (1, 'impressed'), 'trip': (1, 'best'), 'experience': (1, 'great')}"
1471,1471, July 2019,4,Domestic,Economy,Great pricing,"The flight out of Concord was on schedule and pretty much uneventful: however, the return flight out of Ft, Lauderdale was delayed and the airline failed to keep the passengers informed.",Allegiant,low-cost,USA,"['great', 'pricingthe', 'flight', 'out', 'of', 'concord', 'was', 'on', 'schedule', 'and', 'pretty', 'much', 'uneventful', 'however', 'the', 'return', 'flight', 'out', 'of', 'ft', 'lauderdale', 'was', 'delayed', 'and', 'the', 'airline', 'failed', 'to', 'keep', 'the', 'passengers', 'informed']",great pricingthe flight concord schedule pretty uneventful return flight ft lauderdale delayed airline failed passengers informed,"{'schedule': (1, 'great'), 'airline': (-1, 'delayed'), 'passengers': (-1, 'failed')}"
1472,1472, July 2019,1,Domestic,Economy,They suck,They ask you to get here two hours early when the flight is being delayed for another 2 hours and they won't do anything about it. If they reschedule the flight then your out of luck since they won't help you make any accommodations for there problems. Never ever ever take them.…,Allegiant,low-cost,USA,"['they', 'suckthey', 'ask', 'you', 'to', 'get', 'here', 'two', 'hours', 'early', 'when', 'the', 'flight', 'is', 'being', 'delayed', 'for', 'another', 'hours', 'and', 'they', 'won', 'do', 'anything', 'about', 'it', 'if', 'they', 'reschedule', 'the', 'flight', 'then', 'your', 'out', 'of', 'luck', 'since', 'they', 'won', 'help', 'you', 'make', 'any', 'accommodations', 'for', 'there', 'problems', 'never', 'ever', 'ever', 'take', 'them']",suckthey ask hours early flight delayed hours won reschedule flight luck won help accommodations problems,"{'hours': (-1, 'delayed'), 'luck': (1, 'won'), 'suckthey': (1, 'won'), 'problems': (1, 'won'), 'help': (1, 'won')}"
1473,1473, July 2019,2,Domestic,Economy,K,Horrible costumer service. Would not recommended to anyone. Seats are uncomfortable and when trying to get the airline errors in our flight fixed they blamed us as a customer.,Allegiant,low-cost,USA,"['khorrible', 'costumer', 'service', 'would', 'not', 'recommended', 'to', 'anyone', 'seats', 'are', 'uncomfortable', 'and', 'when', 'trying', 'to', 'get', 'the', 'airline', 'errors', 'in', 'our', 'flight', 'fixed', 'they', 'blamed', 'us', 'as', 'customer']",khorrible costumer service recommended seats uncomfortable trying airline errors flight fixed blamed customer,"{'seats': (1, 'recommended'), 'customer': (-1, 'uncomfortable'), 'airline errors': (-1, 'errors')}"
1474,1474, July 2019,1,Domestic,Economy,Poor customer service!!!,Today we flew from Sarasota to Cleveland. We had a mechanical delay for about an hour on the way out at 6 AM. We then arrived into Cleveland approximately 45 minutes behind. Then as we get to the gate and almost there we have another plane that they put in our spot and we sat on…,Allegiant,low-cost,USA,"['poor', 'customer', 'service', 'today', 'we', 'flew', 'from', 'sarasota', 'to', 'cleveland', 'we', 'had', 'mechanical', 'delay', 'for', 'about', 'an', 'hour', 'on', 'the', 'way', 'out', 'at', 'am', 'we', 'then', 'arrived', 'into', 'cleveland', 'approximately', 'minutes', 'behind', 'then', 'as', 'we', 'get', 'to', 'the', 'gate', 'and', 'almost', 'there', 'we', 'have', 'another', 'plane', 'that', 'they', 'put', 'in', 'our', 'spot', 'and', 'we', 'sat', 'on']",poor customer service today flew sarasota cleveland mechanical delay hour way arrived cleveland approximately minutes gate plane spot sat,"{'service': (-1, 'poor'), 'cleveland': (-1, 'delay'), 'delay': (-1, 'delay')}"
1475,1475, June 2019,5,Domestic,Economy,Allegiant Airlines,Had a wonderful flight from Punta Gorda to Pittsburgh. Flight was on time taking off and landed a few minutes early in Pittsburgh. Friendly flight attendants and a good price for the round trip ticket,Allegiant,low-cost,USA,"['allegiant', 'airlineshad', 'wonderful', 'flight', 'from', 'punta', 'gorda', 'to', 'pittsburgh', 'flight', 'was', 'on', 'time', 'taking', 'off', 'and', 'landed', 'few', 'minutes', 'early', 'in', 'pittsburgh', 'friendly', 'flight', 'attendants', 'and', 'good', 'price', 'for', 'the', 'round', 'trip', 'ticket']",allegiant airlineshad wonderful flight punta gorda pittsburgh flight time taking landed minutes early pittsburgh friendly flight attendants good price round trip ticket,"{'pittsburgh': (1, 'wonderful'), 'attendants': (1, 'friendly'), 'price': (1, 'good')}"
